,movie,year,imdb,metascore,votes,n_imdb
2833,As Good as It Gets,1997,7.7,67,257627,77.0
2834,Starship Troopers,1997,7.2,51,253403,72.0
2835,Contact,1997,7.4,62,238504,74.0
2836,Boogie Nights,1997,7.9,85,222327,79.0
2837,Batman & Robin,1997,3.7,28,220898,37.0
2838,Alien: Resurrection,1997,6.2,63,213973,62.0
2839,Austin Powers: International Man of Mystery,1997,7.0,51,209584,70.0
2840,Cube,1997,7.2,61,195257,72.0
2841,Hercules,1997,7.3,74,186569,73.0
2842,Tomorrow Never Dies,1997,6.5,52,170442,65.0
2843,Air Force One,1997,6.5,61,169199,65.0
2844,Scream 2,1997,6.1,63,146144,61.0
2845,Event Horizon,1997,6.7,35,145294,67.0
2846,Chasing Amy,1997,7.2,71,126434,72.0
2847,I Know What You Did Last Summer,1997,5.7,52,125106,57.0
2848,Lost Highway,1997,7.6,52,120299,76.0
2849,My Best Friend's Wedding,1997,6.3,50,119364,63.0
2850,Seven Years in Tibet,1997,7.1,55,114715,71.0
2851,Anastasia,1997,7.1,59,104185,71.0
2852,The Jackal,1997,6.4,36,100598,64.0
2853,The Full Monty,1997,7.2,75,93674,72.0
2854,Bean,1997,6.5,52,90808,65.0
2855,Anaconda,1997,4.8,37,88587,48.0
2856,Conspiracy Theory,1997,6.7,49,88474,67.0
2857,Grosse Pointe Blank,1997,7.3,76,83241,73.0
2858,Cop Land,1997,6.9,64,80388,69.0
2859,Flubber,1997,5.3,37,79065,53.0
2860,Wag the Dog,1997,7.2,73,75125,72.0
2861,Dante's Peak,1997,5.9,43,75096,59.0
2862,Titanic,1997,7.8,75,972177,78.0
2863,Good Will Hunting,1997,8.3,70,781316,83.0
2864,La vita è bella,1997,8.6,59,563951,86.0
2865,L.A. Confidential,1997,8.2,90,499711,82.0
2866,Men in Black,1997,7.3,71,484203,73.0
2867,The Fifth Element,1997,7.7,52,408189,77.0
2868,The Lost World: Jurassic Park,1997,6.6,59,351096,66.0
2869,Face/Off,1997,7.3,82,329904,73.0
2870,The Game,1997,7.8,61,319313,78.0
2871,The Devil's Advocate,1997,7.5,60,306152,75.0
2872,Mononoke-hime,1997,8.4,76,300631,84.0
2873,Jackie Brown,1997,7.5,64,290687,75.0
2874,Gattaca,1997,7.8,64,263993,78.0
2875,Liar Liar,1997,6.9,70,263421,69.0
2876,Con Air,1997,6.9,52,260341,69.0
2877,Donnie Brasco,1997,7.7,76,257766,77.0
2878,As Good as It Gets,1997,7.7,67,257627,77.0
2879,Starship Troopers,1997,7.2,51,253403,72.0
2880,Contact,1997,7.4,62,238504,74.0
2881,Boogie Nights,1997,7.9,85,222327,79.0
2882,Batman & Robin,1997,3.7,28,220898,37.0
2883,Alien: Resurrection,1997,6.2,63,213973,62.0
2884,Austin Powers: International Man of Mystery,1997,7.0,51,209584,70.0
2885,Cube,1997,7.2,61,195257,72.0
2886,Hercules,1997,7.3,74,186569,73.0
2887,Tomorrow Never Dies,1997,6.5,52,170442,65.0
2888,Air Force One,1997,6.5,61,169199,65.0
2889,Scream 2,1997,6.1,63,146144,61.0
2890,Event Horizon,1997,6.7,35,145294,67.0
2891,Chasing Amy,1997,7.2,71,126434,72.0
2892,I Know What You Did Last Summer,1997,5.7,52,125106,57.0
2893,Lost Highway,1997,7.6,52,120299,76.0
2894,My Best Friend's Wedding,1997,6.3,50,119364,63.0
2895,Seven Years in Tibet,1997,7.1,55,114715,71.0
2896,Anastasia,1997,7.1,59,104185,71.0
2897,The Jackal,1997,6.4,36,100598,64.0
2898,The Full Monty,1997,7.2,75,93674,72.0
2899,Bean,1997,6.5,52,90808,65.0
2900,Anaconda,1997,4.8,37,88587,48.0
2901,Conspiracy Theory,1997,6.7,49,88474,67.0
2902,Grosse Pointe Blank,1997,7.3,76,83241,73.0
2903,Cop Land,1997,6.9,64,80388,69.0
2904,Flubber,1997,5.3,37,79065,53.0
2905,Wag the Dog,1997,7.2,73,75125,72.0
2906,Dante's Peak,1997,5.9,43,75096,59.0
2907,Titanic,1997,7.8,75,972177,78.0
2908,Good Will Hunting,1997,8.3,70,781316,83.0
2909,La vita è bella,1997,8.6,59,563951,86.0
2910,L.A. Confidential,1997,8.2,90,499711,82.0
2911,Men in Black,1997,7.3,71,484203,73.0
2912,The Fifth Element,1997,7.7,52,408189,77.0
2913,The Lost World: Jurassic Park,1997,6.6,59,351096,66.0
2914,Face/Off,1997,7.3,82,329904,73.0
2915,The Game,1997,7.8,61,319313,78.0
2916,The Devil's Advocate,1997,7.5,60,306152,75.0
2917,Mononoke-hime,1997,8.4,76,300631,84.0
2918,Jackie Brown,1997,7.5,64,290687,75.0
2919,Gattaca,1997,7.8,64,263993,78.0
2920,Liar Liar,1997,6.9,70,263421,69.0
2921,Con Air,1997,6.9,52,260341,69.0
2922,Donnie Brasco,1997,7.7,76,257766,77.0
2923,As Good as It Gets,1997,7.7,67,257627,77.0
2924,Starship Troopers,1997,7.2,51,253403,72.0
2925,Contact,1997,7.4,62,238504,74.0
2926,Boogie Nights,1997,7.9,85,222327,79.0
2927,Batman & Robin,1997,3.7,28,220898,37.0
2928,Alien: Resurrection,1997,6.2,63,213973,62.0
2929,Austin Powers: International Man of Mystery,1997,7.0,51,209584,70.0
2930,Cube,1997,7.2,61,195257,72.0
2931,Hercules,1997,7.3,74,186569,73.0
2932,Tomorrow Never Dies,1997,6.5,52,170442,65.0
2933,Air Force One,1997,6.5,61,169199,65.0
2934,Scream 2,1997,6.1,63,146144,61.0
2935,Event Horizon,1997,6.7,35,145294,67.0
2936,Chasing Amy,1997,7.2,71,126434,72.0
2937,I Know What You Did Last Summer,1997,5.7,52,125106,57.0
2938,Lost Highway,1997,7.6,52,120299,76.0
2939,My Best Friend's Wedding,1997,6.3,50,119364,63.0
2940,Seven Years in Tibet,1997,7.1,55,114715,71.0
2941,Anastasia,1997,7.1,59,104185,71.0
2942,The Jackal,1997,6.4,36,100598,64.0
2943,The Full Monty,1997,7.2,75,93674,72.0
2944,Bean,1997,6.5,52,90808,65.0
2945,Anaconda,1997,4.8,37,88587,48.0
2946,Conspiracy Theory,1997,6.7,49,88474,67.0
2947,Grosse Pointe Blank,1997,7.3,76,83241,73.0
2948,Cop Land,1997,6.9,64,80388,69.0
2949,Flubber,1997,5.3,37,79065,53.0
2950,Wag the Dog,1997,7.2,73,75125,72.0
2951,Dante's Peak,1997,5.9,43,75096,59.0
2952,Saving Private Ryan,1998,8.6,91,1131415,86.0
2953,American History X,1998,8.5,62,964823,85.0
2954,The Truman Show,1998,8.1,90,852651,81.0
2955,The Big Lebowski,1998,8.1,71,673232,81.0
2956,"Lock, Stock and Two Smoking Barrels",1998,8.2,66,499039,82.0
2957,Armageddon,1998,6.7,42,374971,67.0
2958,There's Something About Mary,1998,7.1,69,277297,71.0
2959,A Bug's Life,1998,7.2,77,250356,72.0
2960,Fear and Loathing in Las Vegas,1998,7.6,41,245063,76.0
2961,Blade,1998,7.1,45,230212,71.0
2962,Mulan,1998,7.6,71,227944,76.0
2963,Rush Hour,1998,7.0,60,223336,70.0
2964,Enemy of the State,1998,7.3,67,215859,73.0
2965,Shakespeare in Love,1998,7.1,87,203086,71.0
2966,Meet Joe Black,1998,7.2,43,197765,72.0
2967,Lola rennt,1998,7.7,77,180443,77.0
2968,You've Got Mail,1998,6.6,57,179682,66.0
2969,Dark City,1998,7.6,66,178867,76.0
2970,Godzilla,1998,5.4,32,173833,54.0
2971,Ronin,1998,7.3,67,162948,73.0
2972,The Thin Red Line,1998,7.6,78,162162,76.0
2973,Pi,1998,7.4,72,161886,74.0
2974,Rushmore,1998,7.7,86,158892,77.0
2975,The Mask of Zorro,1998,6.7,63,158363,67.0
2976,Deep Impact,1998,6.2,40,153070,62.0
2977,The Man in the Iron Mask,1998,6.5,48,148003,65.0
2978,Lethal Weapon 4,1998,6.6,37,145059,66.0
2979,Antz,1998,6.5,72,140331,65.0
2980,The Waterboy,1998,6.1,41,139665,61.0
2981,Rounders,1998,7.3,54,135256,73.0
2982,The Wedding Singer,1998,6.8,59,126485,68.0
2983,The Negotiator,1998,7.3,62,123317,73.0
2984,Pleasantville,1998,7.5,71,115629,75.0
2985,The Parent Trap,1998,6.5,64,110294,65.0
2986,The Prince of Egypt,1998,7.1,64,109727,71.0
2987,City of Angels,1998,6.7,54,108039,67.0
2988,The Faculty,1998,6.5,61,104531,65.0
2989,Wild Things,1998,6.5,52,102053,65.0
2990,Patch Adams,1998,6.8,25,96958,68.0
2991,What Dreams May Come,1998,7.0,44,96615,70.0
2992,The X Files,1998,7.0,60,96519,70.0
2993,Sphere,1998,6.1,35,94562,61.0
2994,U.S. Marshals,1998,6.5,47,90001,65.0
2995,Doctor Dolittle,1998,5.4,46,86761,54.0
2996,Elizabeth,1998,7.4,75,86709,74.0
2997,Out of Sight,1998,7.0,85,80590,70.0
2998,Following,1998,7.5,60,79342,75.0
2999,Saving Private Ryan,1998,8.6,91,1131415,86.0
3000,American History X,1998,8.5,62,964823,85.0
3001,The Truman Show,1998,8.1,90,852651,81.0
3002,The Big Lebowski,1998,8.1,71,673232,81.0
3003,"Lock, Stock and Two Smoking Barrels",1998,8.2,66,499039,82.0
3004,Armageddon,1998,6.7,42,374971,67.0
3005,There's Something About Mary,1998,7.1,69,277297,71.0
3006,A Bug's Life,1998,7.2,77,250356,72.0
3007,Fear and Loathing in Las Vegas,1998,7.6,41,245063,76.0
3008,Blade,1998,7.1,45,230212,71.0
3009,Mulan,1998,7.6,71,227944,76.0
3010,Rush Hour,1998,7.0,60,223336,70.0
3011,Enemy of the State,1998,7.3,67,215859,73.0
3012,Shakespeare in Love,1998,7.1,87,203086,71.0
3013,Meet Joe Black,1998,7.2,43,197765,72.0
3014,Lola rennt,1998,7.7,77,180443,77.0
3015,You've Got Mail,1998,6.6,57,179682,66.0
3016,Dark City,1998,7.6,66,178867,76.0
3017,Godzilla,1998,5.4,32,173833,54.0
3018,Ronin,1998,7.3,67,162948,73.0
3019,The Thin Red Line,1998,7.6,78,162162,76.0
3020,Pi,1998,7.4,72,161886,74.0
3021,Rushmore,1998,7.7,86,158892,77.0
3022,The Mask of Zorro,1998,6.7,63,158363,67.0
3023,Deep Impact,1998,6.2,40,153070,62.0
3024,The Man in the Iron Mask,1998,6.5,48,148003,65.0
3025,Lethal Weapon 4,1998,6.6,37,145059,66.0
3026,Antz,1998,6.5,72,140331,65.0
3027,The Waterboy,1998,6.1,41,139665,61.0
3028,Rounders,1998,7.3,54,135256,73.0
3029,The Wedding Singer,1998,6.8,59,126485,68.0
3030,The Negotiator,1998,7.3,62,123317,73.0
3031,Pleasantville,1998,7.5,71,115629,75.0
3032,The Parent Trap,1998,6.5,64,110294,65.0
3033,The Prince of Egypt,1998,7.1,64,109727,71.0
3034,City of Angels,1998,6.7,54,108039,67.0
3035,The Faculty,1998,6.5,61,104531,65.0
3036,Wild Things,1998,6.5,52,102053,65.0
3037,Patch Adams,1998,6.8,25,96958,68.0
3038,What Dreams May Come,1998,7.0,44,96615,70.0
3039,The X Files,1998,7.0,60,96519,70.0
3040,Sphere,1998,6.1,35,94562,61.0
3041,U.S. Marshals,1998,6.5,47,90001,65.0
3042,Doctor Dolittle,1998,5.4,46,86761,54.0
3043,Elizabeth,1998,7.4,75,86709,74.0
3044,Out of Sight,1998,7.0,85,80590,70.0
3045,Following,1998,7.5,60,79342,75.0
3046,Saving Private Ryan,1998,8.6,91,1131415,86.0
3047,American History X,1998,8.5,62,964823,85.0
3048,The Truman Show,1998,8.1,90,852651,81.0
3049,The Big Lebowski,1998,8.1,71,673232,81.0
3050,"Lock, Stock and Two Smoking Barrels",1998,8.2,66,499039,82.0
3051,Armageddon,1998,6.7,42,374971,67.0
3052,There's Something About Mary,1998,7.1,69,277297,71.0
3053,A Bug's Life,1998,7.2,77,250356,72.0
3054,Fear and Loathing in Las Vegas,1998,7.6,41,245063,76.0
3055,Blade,1998,7.1,45,230212,71.0
3056,Mulan,1998,7.6,71,227944,76.0
3057,Rush Hour,1998,7.0,60,223336,70.0
3058,Enemy of the State,1998,7.3,67,215859,73.0
3059,Shakespeare in Love,1998,7.1,87,203086,71.0
3060,Meet Joe Black,1998,7.2,43,197765,72.0
3061,Lola rennt,1998,7.7,77,180443,77.0
3062,You've Got Mail,1998,6.6,57,179682,66.0
3063,Dark City,1998,7.6,66,178867,76.0
3064,Godzilla,1998,5.4,32,173833,54.0
3065,Ronin,1998,7.3,67,162948,73.0
3066,The Thin Red Line,1998,7.6,78,162162,76.0
3067,Pi,1998,7.4,72,161886,74.0
3068,Rushmore,1998,7.7,86,158892,77.0
3069,The Mask of Zorro,1998,6.7,63,158363,67.0
3070,Deep Impact,1998,6.2,40,153070,62.0
3071,The Man in the Iron Mask,1998,6.5,48,148003,65.0
3072,Lethal Weapon 4,1998,6.6,37,145059,66.0
3073,Antz,1998,6.5,72,140331,65.0
3074,The Waterboy,1998,6.1,41,139665,61.0
3075,Rounders,1998,7.3,54,135256,73.0
3076,The Wedding Singer,1998,6.8,59,126485,68.0
3077,The Negotiator,1998,7.3,62,123317,73.0
3078,Pleasantville,1998,7.5,71,115629,75.0
3079,The Parent Trap,1998,6.5,64,110294,65.0
3080,The Prince of Egypt,1998,7.1,64,109727,71.0
3081,City of Angels,1998,6.7,54,108039,67.0
3082,The Faculty,1998,6.5,61,104531,65.0
3083,Wild Things,1998,6.5,52,102053,65.0
3084,Patch Adams,1998,6.8,25,96958,68.0
3085,What Dreams May Come,1998,7.0,44,96615,70.0
3086,The X Files,1998,7.0,60,96519,70.0
3087,Sphere,1998,6.1,35,94562,61.0
3088,U.S. Marshals,1998,6.5,47,90001,65.0
3089,Doctor Dolittle,1998,5.4,46,86761,54.0
3090,Elizabeth,1998,7.4,75,86709,74.0
3091,Out of Sight,1998,7.0,85,80590,70.0
3092,Following,1998,7.5,60,79342,75.0
3093,Saving Private Ryan,1998,8.6,91,1131415,86.0
3094,American History X,1998,8.5,62,964823,85.0
3095,The Truman Show,1998,8.1,90,852651,81.0
3096,The Big Lebowski,1998,8.1,71,673232,81.0
3097,"Lock, Stock and Two Smoking Barrels",1998,8.2,66,499039,82.0
3098,Armageddon,1998,6.7,42,374971,67.0
3099,There's Something About Mary,1998,7.1,69,277297,71.0
3100,A Bug's Life,1998,7.2,77,250356,72.0
3101,Fear and Loathing in Las Vegas,1998,7.6,41,245063,76.0
3102,Blade,1998,7.1,45,230212,71.0
3103,Mulan,1998,7.6,71,227944,76.0
3104,Rush Hour,1998,7.0,60,223336,70.0
3105,Enemy of the State,1998,7.3,67,215859,73.0
3106,Shakespeare in Love,1998,7.1,87,203086,71.0
3107,Meet Joe Black,1998,7.2,43,197765,72.0
3108,Lola rennt,1998,7.7,77,180443,77.0
3109,You've Got Mail,1998,6.6,57,179682,66.0
3110,Dark City,1998,7.6,66,178867,76.0
3111,Godzilla,1998,5.4,32,173833,54.0
3112,Ronin,1998,7.3,67,162948,73.0
3113,The Thin Red Line,1998,7.6,78,162162,76.0
3114,Pi,1998,7.4,72,161886,74.0
3115,Rushmore,1998,7.7,86,158892,77.0
3116,The Mask of Zorro,1998,6.7,63,158363,67.0
3117,Deep Impact,1998,6.2,40,153070,62.0
3118,The Man in the Iron Mask,1998,6.5,48,148003,65.0
3119,Lethal Weapon 4,1998,6.6,37,145059,66.0
3120,Antz,1998,6.5,72,140331,65.0
3121,The Waterboy,1998,6.1,41,139665,61.0
3122,Rounders,1998,7.3,54,135256,73.0
3123,The Wedding Singer,1998,6.8,59,126485,68.0
3124,The Negotiator,1998,7.3,62,123317,73.0
3125,Pleasantville,1998,7.5,71,115629,75.0
3126,The Parent Trap,1998,6.5,64,110294,65.0
3127,The Prince of Egypt,1998,7.1,64,109727,71.0
3128,City of Angels,1998,6.7,54,108039,67.0
3129,The Faculty,1998,6.5,61,104531,65.0
3130,Wild Things,1998,6.5,52,102053,65.0
3131,Patch Adams,1998,6.8,25,96958,68.0
3132,What Dreams May Come,1998,7.0,44,96615,70.0
3133,The X Files,1998,7.0,60,96519,70.0
3134,Sphere,1998,6.1,35,94562,61.0
3135,U.S. Marshals,1998,6.5,47,90001,65.0
3136,Doctor Dolittle,1998,5.4,46,86761,54.0
3137,Elizabeth,1998,7.4,75,86709,74.0
3138,Out of Sight,1998,7.0,85,80590,70.0
3139,Following,1998,7.5,60,79342,75.0
3140,Saving Private Ryan,1998,8.6,91,1131415,86.0
3141,American History X,1998,8.5,62,964823,85.0
3142,The Truman Show,1998,8.1,90,852651,81.0
3143,The Big Lebowski,1998,8.1,71,673232,81.0
3144,"Lock, Stock and Two Smoking Barrels",1998,8.2,66,499039,82.0
3145,Armageddon,1998,6.7,42,374971,67.0
3146,There's Something About Mary,1998,7.1,69,277297,71.0
3147,A Bug's Life,1998,7.2,77,250356,72.0
3148,Fear and Loathing in Las Vegas,1998,7.6,41,245063,76.0
3149,Blade,1998,7.1,45,230212,71.0
3150,Mulan,1998,7.6,71,227944,76.0
3151,Rush Hour,1998,7.0,60,223336,70.0
3152,Enemy of the State,1998,7.3,67,215859,73.0
3153,Shakespeare in Love,1998,7.1,87,203086,71.0
3154,Meet Joe Black,1998,7.2,43,197765,72.0
3155,Lola rennt,1998,7.7,77,180443,77.0
3156,You've Got Mail,1998,6.6,57,179682,66.0
3157,Dark City,1998,7.6,66,178867,76.0
3158,Godzilla,1998,5.4,32,173833,54.0
3159,Ronin,1998,7.3,67,162948,73.0
3160,The Thin Red Line,1998,7.6,78,162162,76.0
3161,Pi,1998,7.4,72,161886,74.0
3162,Rushmore,1998,7.7,86,158892,77.0
3163,The Mask of Zorro,1998,6.7,63,158363,67.0
3164,Deep Impact,1998,6.2,40,153070,62.0
3165,The Man in the Iron Mask,1998,6.5,48,148003,65.0
3166,Lethal Weapon 4,1998,6.6,37,145059,66.0
3167,Antz,1998,6.5,72,140331,65.0
3168,The Waterboy,1998,6.1,41,139665,61.0
3169,Rounders,1998,7.3,54,135256,73.0
3170,The Wedding Singer,1998,6.8,59,126485,68.0
3171,The Negotiator,1998,7.3,62,123317,73.0
3172,Pleasantville,1998,7.5,71,115629,75.0
3173,The Parent Trap,1998,6.5,64,110294,65.0
3174,The Prince of Egypt,1998,7.1,64,109727,71.0
3175,City of Angels,1998,6.7,54,108039,67.0
3176,The Faculty,1998,6.5,61,104531,65.0
3177,Wild Things,1998,6.5,52,102053,65.0
3178,Patch Adams,1998,6.8,25,96958,68.0
3179,What Dreams May Come,1998,7.0,44,96615,70.0
3180,The X Files,1998,7.0,60,96519,70.0
3181,Sphere,1998,6.1,35,94562,61.0
3182,U.S. Marshals,1998,6.5,47,90001,65.0
3183,Doctor Dolittle,1998,5.4,46,86761,54.0
3184,Elizabeth,1998,7.4,75,86709,74.0
3185,Out of Sight,1998,7.0,85,80590,70.0
3186,Following,1998,7.5,60,79342,75.0
3187,Saving Private Ryan,1998,8.6,91,1131415,86.0
3188,American History X,1998,8.5,62,964823,85.0
3189,The Truman Show,1998,8.1,90,852651,81.0
3190,The Big Lebowski,1998,8.1,71,673232,81.0
3191,"Lock, Stock and Two Smoking Barrels",1998,8.2,66,499039,82.0
3192,Armageddon,1998,6.7,42,374971,67.0
3193,There's Something About Mary,1998,7.1,69,277297,71.0
3194,A Bug's Life,1998,7.2,77,250356,72.0
3195,Fear and Loathing in Las Vegas,1998,7.6,41,245063,76.0
3196,Blade,1998,7.1,45,230212,71.0
3197,Mulan,1998,7.6,71,227944,76.0
3198,Rush Hour,1998,7.0,60,223336,70.0
3199,Enemy of the State,1998,7.3,67,215859,73.0
3200,Shakespeare in Love,1998,7.1,87,203086,71.0
3201,Meet Joe Black,1998,7.2,43,197765,72.0
3202,Lola rennt,1998,7.7,77,180443,77.0
3203,You've Got Mail,1998,6.6,57,179682,66.0
3204,Dark City,1998,7.6,66,178867,76.0
3205,Godzilla,1998,5.4,32,173833,54.0
3206,Ronin,1998,7.3,67,162948,73.0
3207,The Thin Red Line,1998,7.6,78,162162,76.0
3208,Pi,1998,7.4,72,161886,74.0
3209,Rushmore,1998,7.7,86,158892,77.0
3210,The Mask of Zorro,1998,6.7,63,158363,67.0
3211,Deep Impact,1998,6.2,40,153070,62.0
3212,The Man in the Iron Mask,1998,6.5,48,148003,65.0
3213,Lethal Weapon 4,1998,6.6,37,145059,66.0
3214,Antz,1998,6.5,72,140331,65.0
3215,The Waterboy,1998,6.1,41,139665,61.0
3216,Rounders,1998,7.3,54,135256,73.0
3217,The Wedding Singer,1998,6.8,59,126485,68.0
3218,The Negotiator,1998,7.3,62,123317,73.0
3219,Pleasantville,1998,7.5,71,115629,75.0
3220,The Parent Trap,1998,6.5,64,110294,65.0
3221,The Prince of Egypt,1998,7.1,64,109727,71.0
3222,City of Angels,1998,6.7,54,108039,67.0
3223,The Faculty,1998,6.5,61,104531,65.0
3224,Wild Things,1998,6.5,52,102053,65.0
3225,Patch Adams,1998,6.8,25,96958,68.0
3226,What Dreams May Come,1998,7.0,44,96615,70.0
3227,The X Files,1998,7.0,60,96519,70.0
3228,Sphere,1998,6.1,35,94562,61.0
3229,U.S. Marshals,1998,6.5,47,90001,65.0
3230,Doctor Dolittle,1998,5.4,46,86761,54.0
3231,Elizabeth,1998,7.4,75,86709,74.0
3232,Out of Sight,1998,7.0,85,80590,70.0
3233,Following,1998,7.5,60,79342,75.0
3234,Saving Private Ryan,1998,8.6,91,1131415,86.0
3235,American History X,1998,8.5,62,964823,85.0
3236,The Truman Show,1998,8.1,90,852651,81.0
3237,The Big Lebowski,1998,8.1,71,673232,81.0
3238,"Lock, Stock and Two Smoking Barrels",1998,8.2,66,499039,82.0
3239,Armageddon,1998,6.7,42,374971,67.0
3240,There's Something About Mary,1998,7.1,69,277297,71.0
3241,A Bug's Life,1998,7.2,77,250356,72.0
3242,Fear and Loathing in Las Vegas,1998,7.6,41,245063,76.0
3243,Blade,1998,7.1,45,230212,71.0
3244,Mulan,1998,7.6,71,227944,76.0
3245,Rush Hour,1998,7.0,60,223336,70.0
3246,Enemy of the State,1998,7.3,67,215859,73.0
3247,Shakespeare in Love,1998,7.1,87,203086,71.0
3248,Meet Joe Black,1998,7.2,43,197765,72.0
3249,Lola rennt,1998,7.7,77,180443,77.0
3250,You've Got Mail,1998,6.6,57,179682,66.0
3251,Dark City,1998,7.6,66,178867,76.0
3252,Godzilla,1998,5.4,32,173833,54.0
3253,Ronin,1998,7.3,67,162948,73.0
3254,The Thin Red Line,1998,7.6,78,162162,76.0
3255,Pi,1998,7.4,72,161886,74.0
3256,Rushmore,1998,7.7,86,158892,77.0
3257,The Mask of Zorro,1998,6.7,63,158363,67.0
3258,Deep Impact,1998,6.2,40,153070,62.0
3259,The Man in the Iron Mask,1998,6.5,48,148003,65.0
3260,Lethal Weapon 4,1998,6.6,37,145059,66.0
3261,Antz,1998,6.5,72,140331,65.0
3262,The Waterboy,1998,6.1,41,139665,61.0
3263,Rounders,1998,7.3,54,135256,73.0
3264,The Wedding Singer,1998,6.8,59,126485,68.0
3265,The Negotiator,1998,7.3,62,123317,73.0
3266,Pleasantville,1998,7.5,71,115629,75.0
3267,The Parent Trap,1998,6.5,64,110294,65.0
3268,The Prince of Egypt,1998,7.1,64,109727,71.0
3269,City of Angels,1998,6.7,54,108039,67.0
3270,The Faculty,1998,6.5,61,104531,65.0
3271,Wild Things,1998,6.5,52,102053,65.0
3272,Patch Adams,1998,6.8,25,96958,68.0
3273,What Dreams May Come,1998,7.0,44,96615,70.0
3274,The X Files,1998,7.0,60,96519,70.0
3275,Sphere,1998,6.1,35,94562,61.0
3276,U.S. Marshals,1998,6.5,47,90001,65.0
3277,Doctor Dolittle,1998,5.4,46,86761,54.0
3278,Elizabeth,1998,7.4,75,86709,74.0
3279,Out of Sight,1998,7.0,85,80590,70.0
3280,Following,1998,7.5,60,79342,75.0
3281,Saving Private Ryan,1998,8.6,91,1131415,86.0
3282,American History X,1998,8.5,62,964823,85.0
3283,The Truman Show,1998,8.1,90,852651,81.0
3284,The Big Lebowski,1998,8.1,71,673232,81.0
3285,"Lock, Stock and Two Smoking Barrels",1998,8.2,66,499039,82.0
3286,Armageddon,1998,6.7,42,374971,67.0
3287,There's Something About Mary,1998,7.1,69,277297,71.0
3288,A Bug's Life,1998,7.2,77,250356,72.0
3289,Fear and Loathing in Las Vegas,1998,7.6,41,245063,76.0
3290,Blade,1998,7.1,45,230212,71.0
3291,Mulan,1998,7.6,71,227944,76.0
3292,Rush Hour,1998,7.0,60,223336,70.0
3293,Enemy of the State,1998,7.3,67,215859,73.0
3294,Shakespeare in Love,1998,7.1,87,203086,71.0
3295,Meet Joe Black,1998,7.2,43,197765,72.0
3296,Lola rennt,1998,7.7,77,180443,77.0
3297,You've Got Mail,1998,6.6,57,179682,66.0
3298,Dark City,1998,7.6,66,178867,76.0
3299,Godzilla,1998,5.4,32,173833,54.0
3300,Ronin,1998,7.3,67,162948,73.0
3301,The Thin Red Line,1998,7.6,78,162162,76.0
3302,Pi,1998,7.4,72,161886,74.0
3303,Rushmore,1998,7.7,86,158892,77.0
3304,The Mask of Zorro,1998,6.7,63,158363,67.0
3305,Deep Impact,1998,6.2,40,153070,62.0
3306,The Man in the Iron Mask,1998,6.5,48,148003,65.0
3307,Lethal Weapon 4,1998,6.6,37,145059,66.0
3308,Antz,1998,6.5,72,140331,65.0
3309,The Waterboy,1998,6.1,41,139665,61.0
3310,Rounders,1998,7.3,54,135256,73.0
3311,The Wedding Singer,1998,6.8,59,126485,68.0
3312,The Negotiator,1998,7.3,62,123317,73.0
3313,Pleasantville,1998,7.5,71,115629,75.0
3314,The Parent Trap,1998,6.5,64,110294,65.0
3315,The Prince of Egypt,1998,7.1,64,109727,71.0
3316,City of Angels,1998,6.7,54,108039,67.0
3317,The Faculty,1998,6.5,61,104531,65.0
3318,Wild Things,1998,6.5,52,102053,65.0
3319,Patch Adams,1998,6.8,25,96958,68.0
3320,What Dreams May Come,1998,7.0,44,96615,70.0
3321,The X Files,1998,7.0,60,96519,70.0
3322,Sphere,1998,6.1,35,94562,61.0
3323,U.S. Marshals,1998,6.5,47,90001,65.0
3324,Doctor Dolittle,1998,5.4,46,86761,54.0
3325,Elizabeth,1998,7.4,75,86709,74.0
3326,Out of Sight,1998,7.0,85,80590,70.0
3327,Following,1998,7.5,60,79342,75.0
3328,Saving Private Ryan,1998,8.6,91,1131415,86.0
3329,American History X,1998,8.5,62,964823,85.0
3330,The Truman Show,1998,8.1,90,852651,81.0
3331,The Big Lebowski,1998,8.1,71,673232,81.0
3332,"Lock, Stock and Two Smoking Barrels",1998,8.2,66,499039,82.0
3333,Armageddon,1998,6.7,42,374971,67.0
3334,There's Something About Mary,1998,7.1,69,277297,71.0
3335,A Bug's Life,1998,7.2,77,250356,72.0
3336,Fear and Loathing in Las Vegas,1998,7.6,41,245063,76.0
3337,Blade,1998,7.1,45,230212,71.0
3338,Mulan,1998,7.6,71,227944,76.0
3339,Rush Hour,1998,7.0,60,223336,70.0
3340,Enemy of the State,1998,7.3,67,215859,73.0
3341,Shakespeare in Love,1998,7.1,87,203086,71.0
3342,Meet Joe Black,1998,7.2,43,197765,72.0
3343,Lola rennt,1998,7.7,77,180443,77.0
3344,You've Got Mail,1998,6.6,57,179682,66.0
3345,Dark City,1998,7.6,66,178867,76.0
3346,Godzilla,1998,5.4,32,173833,54.0
3347,Ronin,1998,7.3,67,162948,73.0
